-163.9997724807667,-54.473862960965704,170.95791258113297,317.5124915203863,169419.26144212298,153.23359592267113,-359.88935881176457,-101.57090123586066
-770.0652912170272,-547.5824251481258,-483.06156050939546,-397.2370225567231,165202.01434432447,-795.7478486454575,-551.0276130920781,-546.5347960149297
-141.20245929832993,118.76473185572826,-55.370047006859124,-94.69160841422743,160753.97913226765,-759.8607549185244,-259.4813018089004,-40.68997858312787
564.4678254584855,740.0666364659221,666.7093864204695,715.3585225121344,156798.35606741346,121.14586674828047,563.5633788795999,680.3006241944632
365.54606754711307,312.7590503990363,424.2818940562043,526.4571964687252,154803.41626309685,398.5132830662966,681.6514091327922,440.7786199421302
656.3357048198468,385.56518208682064,622.9917649560608,743.4675835143707,152660.48717941658,846.6016163694205,769.0937001694102,638.3882815710532
1334.0825615674405,1184.6322072359835,1199.2669096608552,1247.2136089438636,150231.90885837108,1472.3164459967415,1126.1396145811314,1077.9960582872202
116.52534128661773,222.21247752756426,195.88391441059684,229.57414029662596,151150.0866924373,848.0268439139445,-346.31029872712884,-173.84441770299918
-1302.7480333211117,-1305.3846400818104,-1086.3187122137015,-960.1307633487536,151329.80430967035,-226.92444944291037,-1296.1503352741227,-1379.962972085906
-242.8922263057447,-145.82550257656783,77.84950716166077,223.18443615889555,145101.53525045724,354.6742079988039,-32.97474432175261,118.0016110759492
258.06013661572337,824.0438083435027,975.5401681888034,1058.1589528452778,138952.14085305226,562.7918854542891,273.2703674160194,751.270720804116
-398.49865523822706,-173.99837011030013,-179.95922204213912,-46.020779331449376,136606.4459157067,-575.1692154312773,-488.05487339178046,-186.5035698446834
308.7831705786803,-381.25400869187615,-561.6294683463677,-322.86192557016875,133496.87822899967,-711.1281902772635,-712.2838630006027,-415.61195672841654
971.7602173959622,705.7266304106561,639.1270726425143,783.690338418583,128123.9703268595,238.35708943240434,663.8682114318491,636.6934726549018
461.2582112946577,308.5402050875475,282.23252690218806,338.16590554190225,127422.13570996886,165.08961629565192,545.0702405064183,273.83298431944763
-730.8946752100746,-1026.2051652099951,-860.9493686559497,-740.5698978710852,129026.47698873188,-301.48188829432615,-552.9051825357835,-1006.8641356469391
-737.2822605521084,-744.6418646702065,-453.81889001868126,-290.3312219408376,127122.74764494644,315.47413223360695,-221.47236890195845,-1163.047094811315
109.68942102425513,-87.0290514456455,24.529793389386214,44.44129373554597,126023.463689561,679.3488018071307,-342.6999612303797,-65.18847298655902
-919.7656218017169,-1144.1611131238549,-934.6110756982965,-874.9495697200173,125804.31064400403,-171.24746476108294,-1264.6502588193541,-1075.6044751343056
-754.50572442262,-958.5552068481095,-847.0139079150906,-796.6979030507373,121997.81578954495,-537.0223538727478,-1016.4838427331474,-891.4248976462966
240.1103223325107,121.0758479121007,102.32562434342188,202.16987481495244,114901.5620261794,-106.99909443089041,105.37852838775143,272.519531828063
-278.76821677994906,-286.4047405342849,-309.02498822882137,-151.98775441897328,110669.90728256805,-499.09495458695733,-1.9464201945143031,-191.73430190566296
-3279.589184573155,-3053.9107133714842,-2996.639827777548,-2730.930710830392,110977.56911136024,-2294.3191123414917,-1906.949361927936,-3647.672261618606
-2454.574714317745,-2968.989128348231,-2930.0205818519157,-2790.5842658625256,110585.50725119468,-2306.8639752087192,-1747.4686387026914,-2496.3701797507774
-848.1985800825851,-1751.1601601182956,-1655.6142173409198,-1655.6159641359723,107633.938631712,-1410.1864046223627,-732.6769112040884,-661.4493621196561
-1799.8793617431884,-2093.08303999258,-2076.888132475593,-2084.8648047959678,107522.00540950242,-1421.2909786987848,-1640.222186773295,-1610.3124543330105
-2227.2276958016137,-2017.1701640929696,-2120.700892658164,-2368.872850105654,109504.18551050173,-1380.4888544723644,-2906.9367150829767,-2376.786404171273
-1873.3452946446323,-1852.014680717195,-1910.0378598140524,-2050.9873458934835,109327.70389257558,-1064.806667957163,-3055.205977233507,-2292.118595523376
-2135.7501907739897,-2353.8015690406646,-2286.8527995194927,-2092.968590951239,106971.16890641628,-1037.2029456592627,-2449.9109592921304,-2299.6927528749875
-2618.81320632005,-2886.339074016443,-2765.9787472864773,-2495.5532152635114,104551.64952796558,-1664.7145441898592,-2788.4540267558004,-2727.898083627133
